Município;UF;TOM;Unidade Local;Delegacia;Região Fiscal;Estado;Pais
ITAMONTE;MG;4659;RFB;RFB;06ª RF;MG;Brasil
ITANHANDU;MG;4661;RFB;RFB;06ª RF;MG;Brasil
ITANHOMI;MG;4663;RFB;RFB;06ª RF;MG;Brasil
ITAOBIM;MG;4665;RFB;RFB;06ª RF;MG;Brasil
ITAPAGIPE;MG;4667;RFB;RFB;06ª RF;MG;Brasil
ITAPECERICA;MG;4669;RFB;RFB;06ª RF;MG;Brasil
ITAPEVA;MG;4671;RFB;RFB;06ª RF;MG;Brasil
ITATIAIUCU;MG;4673;RFB;RFB;06ª RF;MG;Brasil
ITAVERAVA;MG;4677;RFB;RFB;06ª RF;MG;Brasil
ITAU DE MINAS;MG;5731;RFB;RFB;06ª RF;MG;Brasil
ITAUNA;MG;4675;RFB;RFB;06ª RF;MG;Brasil
ITINGA;MG;4679;RFB;RFB;06ª RF;MG;Brasil
ITUETA;MG;4681;RFB;RFB;06ª RF;MG;Brasil
ITUIUTABA;MG;4683;RFB;RFB;06ª RF;MG;Brasil
ITUMIRIM;MG;4685;RFB;RFB;06ª RF;MG;Brasil
ITURAMA;MG;4687;RFB;RFB;06ª RF;MG;Brasil
ITUTINGA;MG;4689;RFB;RFB;06ª RF;MG;Brasil
JABOTICATUBAS;MG;4691;RFB;RFB;06ª RF;MG;Brasil
JACINTO;MG;4693;RFB;RFB;06ª RF;MG;Brasil
JACUTINGA;MG;4697;RFB;RFB;06ª RF;MG;Brasil
JACUI;MG;4695;RFB;RFB;06ª RF;MG;Brasil
JAGUARACU;MG;4699;RFB;RFB;06ª RF;MG;Brasil
JAMPRUCA;MG;2655;RFB;RFB;06ª RF;MG;Brasil
JANAUBA;MG;4701;RFB;RFB;06ª RF;MG;Brasil
JANUARIA;MG;4703;RFB;RFB;06ª RF;MG;Brasil
JAPARAIBA;MG;4705;RFB;RFB;06ª RF;MG;Brasil
JAPONVAR;MG;0630;RFB;RFB;06ª RF;MG;Brasil
JAIBA;MG;2893;RFB;RFB;06ª RF;MG;Brasil
JECEABA;MG;4707;RFB;RFB;06ª RF;MG;Brasil
JENIPAPO DE MINAS;MG;0632;RFB;RFB;06ª RF;MG;Brasil
JEQUERI;MG;4709;RFB;RFB;06ª RF;MG;Brasil
JEQUITAI;MG;4711;RFB;RFB;06ª RF;MG;Brasil
JEQUITIBA;MG;4713;RFB;RFB;06ª RF;MG;Brasil
JEQUITINHONHA;MG;4715;RFB;RFB;06ª RF;MG;Brasil
JESUANIA;MG;4717;RFB;RFB;06ª RF;MG;Brasil
JOANESIA;MG;4721;RFB;RFB;06ª RF;MG;Brasil
JOAQUIM FELICIO;MG;4727;RFB;RFB;06ª RF;MG;Brasil
JOAIMA;MG;4719;RFB;RFB;06ª RF;MG;Brasil
JORDANIA;MG;4729;RFB;RFB;06ª RF;MG;Brasil
JOSENOPOLIS;MG;0638;RFB;RFB;06ª RF;MG;Brasil
JOSE GONCALVES DE MINAS;MG;0634;RFB;RFB;06ª RF;MG;Brasil
JOSE RAYDAN;MG;0636;RFB;RFB;06ª RF;MG;Brasil
JOAO MONLEVADE;MG;4723;RFB;RFB;06ª RF;MG;Brasil
JOAO PINHEIRO;MG;4725;RFB;RFB;06ª RF;MG;Brasil
JUATUBA;MG;2691;RFB;RFB;06ª RF;MG;Brasil
JUIZ DE FORA;MG;4733;RFB;RFB;06ª RF;MG;Brasil
JURAMENTO;MG;4735;RFB;RFB;06ª RF;MG;Brasil
JURUAIA;MG;4737;RFB;RFB;06ª RF;MG;Brasil
JUVENILIA;MG;0640;RFB;RFB;06ª RF;MG;Brasil
LADAINHA;MG;4739;RFB;RFB;06ª RF;MG;Brasil
LAGAMAR;MG;4741;RFB;RFB;06ª RF;MG;Brasil
LAGOA DOURADA;MG;4747;RFB;RFB;06ª RF;MG;Brasil
LAGOA FORMOSA;MG;4749;RFB;RFB;06ª RF;MG;Brasil
LAGOA GRANDE;MG;2905;RFB;RFB;06ª RF;MG;Brasil
LAGOA SANTA;MG;4751;RFB;RFB;06ª RF;MG;Brasil
LAGOA DA PRATA;MG;4743;RFB;RFB;06ª RF;MG;Brasil
LAGOA DOS PATOS;MG;4745;RFB;RFB;06ª RF;MG;Brasil
LAJINHA;MG;4753;RFB;RFB;06ª RF;MG;Brasil
LAMBARI;MG;4755;RFB;RFB;06ª RF;MG;Brasil
LAMIM;MG;4757;RFB;RFB;06ª RF;MG;Brasil
LARANJAL;MG;4759;RFB;RFB;06ª RF;MG;Brasil
LASSANCE;MG;4761;RFB;RFB;06ª RF;MG;Brasil
LAVRAS;MG;4763;RFB;RFB;06ª RF;MG;Brasil
LEANDRO FERREIRA;MG;4765;RFB;RFB;06ª RF;MG;Brasil
LEME DO PRADO;MG;0642;RFB;RFB;06ª RF;MG;Brasil
LEOPOLDINA;MG;4767;RFB;RFB;06ª RF;MG;Brasil
LIBERDADE;MG;4769;RFB;RFB;06ª RF;MG;Brasil
LIMA DUARTE;MG;4771;RFB;RFB;06ª RF;MG;Brasil
LIMEIRA DO OESTE;MG;2687;RFB;RFB;06ª RF;MG;Brasil
LONTRA;MG;2695;RFB;RFB;06ª RF;MG;Brasil
LUISBURGO;MG;0644;RFB;RFB;06ª RF;MG;Brasil
LUISLANDIA;MG;0646;RFB;RFB;06ª RF;MG;Brasil
LUMINARIAS;MG;4773;RFB;RFB;06ª RF;MG;Brasil
LUZ;MG;4775;RFB;RFB;06ª RF;MG;Brasil
MACHACALIS;MG;4777;RFB;RFB;06ª RF;MG;Brasil
MACHADO;MG;4779;RFB;RFB;06ª RF;MG;Brasil
MADRE DE DEUS DE MINAS;MG;4781;RFB;RFB;06ª RF;MG;Brasil
MALACACHETA;MG;4783;RFB;RFB;06ª RF;MG;Brasil
MAMONAS;MG;2895;RFB;RFB;06ª RF;MG;Brasil
MANGA;MG;4785;RFB;RFB;06ª RF;MG;Brasil
MANHUACU;MG;4787;RFB;RFB;06ª RF;MG;Brasil
MANHUMIRIM;MG;4789;RFB;RFB;06ª RF;MG;Brasil
MANTENA;MG;4791;RFB;RFB;06ª RF;MG;Brasil
MAR DE ESPANHA;MG;4795;RFB;RFB;06ª RF;MG;Brasil
MARAVILHAS;MG;4793;RFB;RFB;06ª RF;MG;Brasil
MARIA DA FE;MG;4797;RFB;RFB;06ª RF;MG;Brasil
MARIANA;MG;4799;RFB;RFB;06ª RF;MG;Brasil
MARILAC;MG;4801;RFB;RFB;06ª RF;MG;Brasil
MARIPA DE MINAS;MG;4803;RFB;RFB;06ª RF;MG;Brasil
MARLIERIA;MG;4805;RFB;RFB;06ª RF;MG;Brasil
MARMELOPOLIS;MG;4807;RFB;RFB;06ª RF;MG;Brasil
MARTINHO CAMPOS;MG;4809;RFB;RFB;06ª RF;MG;Brasil
MARTINS SOARES;MG;0650;RFB;RFB;06ª RF;MG;Brasil
MATA VERDE;MG;2659;RFB;RFB;06ª RF;MG;Brasil
MATERLANDIA;MG;4811;RFB;RFB;06ª RF;MG;Brasil
MATEUS LEME;MG;4813;RFB;RFB;06ª RF;MG;Brasil
MATHIAS LOBATO;MG;5431;RFB;RFB;06ª RF;MG;Brasil
MATIAS BARBOSA;MG;4815;RFB;RFB;06ª RF;MG;Brasil
MATIAS CARDOSO;MG;2897;RFB;RFB;06ª RF;MG;Brasil
MATIPO;MG;4817;RFB;RFB;06ª RF;MG;Brasil
MATO VERDE;MG;4819;RFB;RFB;06ª RF;MG;Brasil
MATOZINHOS;MG;4821;RFB;RFB;06ª RF;MG;Brasil
MATUTINA;MG;4823;RFB;RFB;06ª RF;MG;Brasil
MEDEIROS;MG;4825;RFB;RFB;06ª RF;MG;Brasil
MEDINA;MG;4827;RFB;RFB;06ª RF;MG;Brasil
MENDES PIMENTEL;MG;4829;RFB;RFB;06ª RF;MG;Brasil
MERCES;MG;4831;RFB;RFB;06ª RF;MG;Brasil
MESQUITA;MG;4833;RFB;RFB;06ª RF;MG;Brasil
MINAS NOVAS;MG;4835;RFB;RFB;06ª RF;MG;Brasil
MINDURI;MG;4837;RFB;RFB;06ª RF;MG;Brasil
MIRABELA;MG;4839;RFB;RFB;06ª RF;MG;Brasil
MIRADOURO;MG;4841;RFB;RFB;06ª RF;MG;Brasil
MIRAVANIA;MG;0652;RFB;RFB;06ª RF;MG;Brasil
MIRAI;MG;4843;RFB;RFB;06ª RF;MG;Brasil
MOEDA;MG;4845;RFB;RFB;06ª RF;MG;Brasil
MOEMA;MG;4847;RFB;RFB;06ª RF;MG;Brasil
MONJOLOS;MG;4849;RFB;RFB;06ª RF;MG;Brasil
MONSENHOR PAULO;MG;4851;RFB;RFB;06ª RF;MG;Brasil
MONTALVANIA;MG;4853;RFB;RFB;06ª RF;MG;Brasil
MONTE ALEGRE DE MINAS;MG;4855;RFB;RFB;06ª RF;MG;Brasil
MONTE AZUL;MG;4857;RFB;RFB;06ª RF;MG;Brasil
MONTE BELO;MG;4859;RFB;RFB;06ª RF;MG;Brasil
MONTE CARMELO;MG;4861;RFB;RFB;06ª RF;MG;Brasil
MONTE FORMOSO;MG;0654;RFB;RFB;06ª RF;MG;Brasil
MONTE SANTO DE MINAS;MG;4863;RFB;RFB;06ª RF;MG;Brasil
MONTE SIAO;MG;4867;RFB;RFB;06ª RF;MG;Brasil
MONTES CLAROS;MG;4865;RFB;RFB;06ª RF;MG;Brasil
MONTEZUMA;MG;2697;RFB;RFB;06ª RF;MG;Brasil
MORADA NOVA DE MINAS;MG;4869;RFB;RFB;06ª RF;MG;Brasil
MORRO DA GARCA;MG;4871;RFB;RFB;06ª RF;MG;Brasil
MORRO DO PILAR;MG;4873;RFB;RFB;06ª RF;MG;Brasil
MUNHOZ;MG;4875;RFB;RFB;06ª RF;MG;Brasil
MURIAE;MG;4877;RFB;RFB;06ª RF;MG;Brasil
MUTUM;MG;4879;RFB;RFB;06ª RF;MG;Brasil
MUZAMBINHO;MG;4881;RFB;RFB;06ª RF;MG;Brasil
MARIO CAMPOS;MG;0648;RFB;RFB;06ª RF;MG;Brasil
NACIP RAYDAN;MG;4883;RFB;RFB;06ª RF;MG;Brasil
NANUQUE;MG;4885;RFB;RFB;06ª RF;MG;Brasil
NAQUE;MG;0656;RFB;RFB;06ª RF;MG;Brasil
NATALANDIA;MG;0658;RFB;RFB;06ª RF;MG;Brasil
NATERCIA;MG;4887;RFB;RFB;06ª RF;MG;Brasil
NAZARENO;MG;4889;RFB;RFB;06ª RF;MG;Brasil
NEPOMUCENO;MG;4891;RFB;RFB;06ª RF;MG;Brasil
NINHEIRA;MG;0660;RFB;RFB;06ª RF;MG;Brasil
NOVA BELEM;MG;0662;RFB;RFB;06ª RF;MG;Brasil
NOVA ERA;MG;4893;RFB;RFB;06ª RF;MG;Brasil
NOVA LIMA;MG;4895;RFB;RFB;06ª RF;MG;Brasil
NOVA MODICA;MG;4897;RFB;RFB;06ª RF;MG;Brasil
NOVA PONTE;MG;4899;RFB;RFB;06ª RF;MG;Brasil
NOVA PORTEIRINHA;MG;0664;RFB;RFB;06ª RF;MG;Brasil
NOVA RESENDE;MG;4901;RFB;RFB;06ª RF;MG;Brasil
NOVA SERRANA;MG;4903;RFB;RFB;06ª RF;MG;Brasil
NOVA UNIAO;MG;4731;RFB;RFB;06ª RF;MG;Brasil
NOVO CRUZEIRO;MG;4905;RFB;RFB;06ª RF;MG;Brasil
NOVO ORIENTE DE MINAS;MG;0666;RFB;RFB;06ª RF;MG;Brasil
NOVORIZONTE;MG;0668;RFB;RFB;06ª RF;MG;Brasil
OLARIA;MG;4907;RFB;RFB;06ª RF;MG;Brasil
OLHOS-D'AGUA;MG;0670;RFB;RFB;06ª RF;MG;Brasil
OLIVEIRA;MG;4911;RFB;RFB;06ª RF;MG;Brasil
OLIVEIRA FORTES;MG;4913;RFB;RFB;06ª RF;MG;Brasil
OLIMPIO NORONHA;MG;4909;RFB;RFB;06ª RF;MG;Brasil
ONCA DE PITANGUI;MG;4915;RFB;RFB;06ª RF;MG;Brasil
ORATORIOS;MG;0672;RFB;RFB;06ª RF;MG;Brasil
ORIZANIA;MG;0674;RFB;RFB;06ª RF;MG;Brasil
OURO BRANCO;MG;4917;RFB;RFB;06ª RF;MG;Brasil
OURO FINO;MG;4919;RFB;RFB;06ª RF;MG;Brasil
OURO PRETO;MG;4921;RFB;RFB;06ª RF;MG;Brasil
OURO VERDE DE MINAS;MG;4923;RFB;RFB;06ª RF;MG;Brasil
PADRE CARVALHO;MG;0676;RFB;RFB;06ª RF;MG;Brasil
PADRE PARAISO;MG;4925;RFB;RFB;06ª RF;MG;Brasil
PAI PEDRO;MG;0678;RFB;RFB;06ª RF;MG;Brasil
PAINEIRAS;MG;4927;RFB;RFB;06ª RF;MG;Brasil
PAINS;MG;4929;RFB;RFB;06ª RF;MG;Brasil
PAIVA;MG;4931;RFB;RFB;06ª RF;MG;Brasil
PALMA;MG;4933;RFB;RFB;06ª RF;MG;Brasil
PALMOPOLIS;MG;2661;RFB;RFB;06ª RF;MG;Brasil
PAPAGAIOS;MG;4937;RFB;RFB;06ª RF;MG;Brasil
PARACATU;MG;4939;RFB;RFB;06ª RF;MG;Brasil
PARAGUACU;MG;4943;RFB;RFB;06ª RF;MG;Brasil
PARAISOPOLIS;MG;4945;RFB;RFB;06ª RF;MG;Brasil
PARAOPEBA;MG;4947;RFB;RFB;06ª RF;MG;Brasil
PARA DE MINAS;MG;4941;RFB;RFB;06ª RF;MG;Brasil
PASSA QUATRO;MG;4951;RFB;RFB;06ª RF;MG;Brasil
PASSA TEMPO;MG;4953;RFB;RFB;06ª RF;MG;Brasil
PASSA VINTE;MG;4955;RFB;RFB;06ª RF;MG;Brasil
PASSABEM;MG;4949;RFB;RFB;06ª RF;MG;Brasil
PASSOS;MG;4957;RFB;RFB;06ª RF;MG;Brasil
PATIS;MG;0680;RFB;RFB;06ª RF;MG;Brasil
PATOS DE MINAS;MG;4959;RFB;RFB;06ª RF;MG;Brasil
PATROCINIO;MG;4961;RFB;RFB;06ª RF;MG;Brasil
PATROCINIO DO MURIAE;MG;4963;RFB;RFB;06ª RF;MG;Brasil
PAULA CANDIDO;MG;4965;RFB;RFB;06ª RF;MG;Brasil
PAULISTAS;MG;4967;RFB;RFB;06ª RF;MG;Brasil
PAVAO;MG;4969;RFB;RFB;06ª RF;MG;Brasil
PEDRA AZUL;MG;4973;RFB;RFB;06ª RF;MG;Brasil
PEDRA BONITA;MG;0682;RFB;RFB;06ª RF;MG;Brasil
PEDRA DOURADA;MG;4979;RFB;RFB;06ª RF;MG;Brasil
PEDRA DO ANTA;MG;4975;RFB;RFB;06ª RF;MG;Brasil
PEDRA DO INDAIA;MG;4977;RFB;RFB;06ª RF;MG;Brasil
PEDRALVA;MG;4981;RFB;RFB;06ª RF;MG;Brasil
PEDRAS DE MARIA DA CRUZ;MG;2899;RFB;RFB;06ª RF;MG;Brasil
PEDRINOPOLIS;MG;4983;RFB;RFB;06ª RF;MG;Brasil
PEDRO LEOPOLDO;MG;4985;RFB;RFB;06ª RF;MG;Brasil
PEDRO TEIXEIRA;MG;4987;RFB;RFB;06ª RF;MG;Brasil
PEQUERI;MG;4989;RFB;RFB;06ª RF;MG;Brasil
PEQUI;MG;4991;RFB;RFB;06ª RF;MG;Brasil
PERDIGAO;MG;4993;RFB;RFB;06ª RF;MG;Brasil
PERDIZES;MG;4995;RFB;RFB;06ª RF;MG;Brasil
PERDOES;MG;4997;RFB;RFB;06ª RF;MG;Brasil
PERIQUITO;MG;0684;RFB;RFB;06ª RF;MG;Brasil
PESCADOR;MG;4999;RFB;RFB;06ª RF;MG;Brasil
PECANHA;MG;4971;RFB;RFB;06ª RF;MG;Brasil
PIAU;MG;5001;RFB;RFB;06ª RF;MG;Brasil
PIEDADE DE CARATINGA;MG;0686;RFB;RFB;06ª RF;MG;Brasil
PIEDADE DE PONTE NOVA;MG;5003;RFB;RFB;06ª RF;MG;Brasil
PIEDADE DO RIO GRANDE;MG;5005;RFB;RFB;06ª RF;MG;Brasil
PIEDADE DOS GERAIS;MG;5007;RFB;RFB;06ª RF;MG;Brasil
PIMENTA;MG;5009;RFB;RFB;06ª RF;MG;Brasil
PINGO D'AGUA;MG;0688;RFB;RFB;06ª RF;MG;Brasil
PINTOPOLIS;MG;0690;RFB;RFB;06ª RF;MG;Brasil
PIRACEMA;MG;5011;RFB;RFB;06ª RF;MG;Brasil
PIRAJUBA;MG;5013;RFB;RFB;06ª RF;MG;Brasil
PIRANGA;MG;5015;RFB;RFB;06ª RF;MG;Brasil
PIRANGUINHO;MG;5019;RFB;RFB;06ª RF;MG;Brasil
PIRANGUCU;MG;5017;RFB;RFB;06ª RF;MG;Brasil
PIRAPETINGA;MG;5021;RFB;RFB;06ª RF;MG;Brasil
PIRAPORA;MG;5023;RFB;RFB;06ª RF;MG;Brasil
PIRAUBA;MG;5025;RFB;RFB;06ª RF;MG;Brasil
PITANGUI;MG;5027;RFB;RFB;06ª RF;MG;Brasil
PIUMHI;MG;5029;RFB;RFB;06ª RF;MG;Brasil
PLANURA;MG;5031;RFB;RFB;06ª RF;MG;Brasil
POCRANE;MG;5037;RFB;RFB;06ª RF;MG;Brasil
POMPEU;MG;5039;RFB;RFB;06ª RF;MG;Brasil
PONTE NOVA;MG;5041;RFB;RFB;06ª RF;MG;Brasil
PONTO CHIQUE;MG;0692;RFB;RFB;06ª RF;MG;Brasil
PONTO DOS VOLANTES;MG;0694;RFB;RFB;06ª RF;MG;Brasil
PORTEIRINHA;MG;5043;RFB;RFB;06ª RF;MG;Brasil
PORTO FIRME;MG;5045;RFB;RFB;06ª RF;MG;Brasil
POTE;MG;5047;RFB;RFB;06ª RF;MG;Brasil
POUSO ALEGRE;MG;5049;RFB;RFB;06ª RF;MG;Brasil
POUSO ALTO;MG;5051;RFB;RFB;06ª RF;MG;Brasil
POCO FUNDO;MG;5033;RFB;RFB;06ª RF;MG;Brasil
POCOS DE CALDAS;MG;5035;RFB;RFB;06ª RF;MG;Brasil
PRADOS;MG;5053;RFB;RFB;06ª RF;MG;Brasil
PRATA;MG;5055;RFB;RFB;06ª RF;MG;Brasil
PRATINHA;MG;5059;RFB;RFB;06ª RF;MG;Brasil
PRATAPOLIS;MG;5057;RFB;RFB;06ª RF;MG;Brasil
PRESIDENTE BERNARDES;MG;5061;RFB;RFB;06ª RF;MG;Brasil
PRESIDENTE JUSCELINO;MG;5063;RFB;RFB;06ª RF;MG;Brasil
PRESIDENTE KUBITSCHEK;MG;5065;RFB;RFB;06ª RF;MG;Brasil
PRESIDENTE OLEGARIO;MG;5067;RFB;RFB;06ª RF;MG;Brasil
PRUDENTE DE MORAIS;MG;5071;RFB;RFB;06ª RF;MG;Brasil
QUARTEL GERAL;MG;5073;RFB;RFB;06ª RF;MG;Brasil
QUELUZITA;MG;5075;RFB;RFB;06ª RF;MG;Brasil
RAPOSOS;MG;5077;RFB;RFB;06ª RF;MG;Brasil
RAUL SOARES;MG;5079;RFB;RFB;06ª RF;MG;Brasil
RECREIO;MG;5081;RFB;RFB;06ª RF;MG;Brasil
REDUTO;MG;0696;RFB;RFB;06ª RF;MG;Brasil
RESENDE COSTA;MG;5083;RFB;RFB;06ª RF;MG;Brasil
RESPLENDOR;MG;5085;RFB;RFB;06ª RF;MG;Brasil
RESSAQUINHA;MG;5087;RFB;RFB;06ª RF;MG;Brasil
RIACHINHO;MG;2901;RFB;RFB;06ª RF;MG;Brasil
RIACHO DOS MACHADOS;MG;5089;RFB;RFB;06ª RF;MG;Brasil
RIBEIRAO VERMELHO;MG;5093;RFB;RFB;06ª RF;MG;Brasil
RIBEIRAO DAS NEVES;MG;5091;RFB;RFB;06ª RF;MG;Brasil
RIO ACIMA;MG;5095;RFB;RFB;06ª RF;MG;Brasil
RIO CASCA;MG;5097;RFB;RFB;06ª RF;MG;Brasil
RIO DOCE;MG;5099;RFB;RFB;06ª RF;MG;Brasil
RIO ESPERA;MG;5103;RFB;RFB;06ª RF;MG;Brasil
RIO MANSO;MG;5105;RFB;RFB;06ª RF;MG;Brasil
RIO NOVO;MG;5107;RFB;RFB;06ª RF;MG;Brasil
RIO PARANAIBA;MG;5109;RFB;RFB;06ª RF;MG;Brasil
RIO PARDO DE MINAS;MG;5111;RFB;RFB;06ª RF;MG;Brasil
RIO PIRACICABA;MG;5113;RFB;RFB;06ª RF;MG;Brasil
RIO POMBA;MG;5115;RFB;RFB;06ª RF;MG;Brasil
RIO PRETO;MG;5117;RFB;RFB;06ª RF;MG;Brasil
RIO VERMELHO;MG;5119;RFB;RFB;06ª RF;MG;Brasil
RIO DO PRADO;MG;5101;RFB;RFB;06ª RF;MG;Brasil
RITAPOLIS;MG;5121;RFB;RFB;06ª RF;MG;Brasil
ROCHEDO DE MINAS;MG;5123;RFB;RFB;06ª RF;MG;Brasil
RODEIRO;MG;5125;RFB;RFB;06ª RF;MG;Brasil
ROMARIA;MG;5127;RFB;RFB;06ª RF;MG;Brasil
ROSARIO DA LIMEIRA;MG;0698;RFB;RFB;06ª RF;MG;Brasil
RUBELITA;MG;5129;RFB;RFB;06ª RF;MG;Brasil
RUBIM;MG;5131;RFB;RFB;06ª RF;MG;Brasil
SABARA;MG;5133;RFB;RFB;06ª RF;MG;Brasil
SABINOPOLIS;MG;5135;RFB;RFB;06ª RF;MG;Brasil
SACRAMENTO;MG;5137;RFB;RFB;06ª RF;MG;Brasil
SALINAS;MG;5139;RFB;RFB;06ª RF;MG;Brasil
SALTO DA DIVISA;MG;5141;RFB;RFB;06ª RF;MG;Brasil
SANTA BARBARA;MG;5143;RFB;RFB;06ª RF;MG;Brasil
SANTA BARBARA DO LESTE;MG;2667;RFB;RFB;06ª RF;MG;Brasil
SANTA BARBARA DO MONTE VERDE;MG;0700;RFB;RFB;06ª RF;MG;Brasil
SANTA BARBARA DO TUGURIO;MG;5145;RFB;RFB;06ª RF;MG;Brasil
SANTA CRUZ DE MINAS;MG;0702;RFB;RFB;06ª RF;MG;Brasil
SANTA CRUZ DE SALINAS;MG;0704;RFB;RFB;06ª RF;MG;Brasil
SANTA CRUZ DO ESCALVADO;MG;5147;RFB;RFB;06ª RF;MG;Brasil
SANTA EFIGENIA DE MINAS;MG;5149;RFB;RFB;06ª RF;MG;Brasil
SANTA FE DE MINAS;MG;5151;RFB;RFB;06ª RF;MG;Brasil
SANTA HELENA DE MINAS;MG;0706;RFB;RFB;06ª RF;MG;Brasil
SANTA JULIANA;MG;5153;RFB;RFB;06ª RF;MG;Brasil
SANTA LUZIA;MG;5155;RFB;RFB;06ª RF;MG;Brasil
SANTA MARGARIDA;MG;5157;RFB;RFB;06ª RF;MG;Brasil
SANTA MARIA DE ITABIRA;MG;5159;RFB;RFB;06ª RF;MG;Brasil
SANTA MARIA DO SALTO;MG;5161;RFB;RFB;06ª RF;MG;Brasil
SANTA MARIA DO SUACUI;MG;5163;RFB;RFB;06ª RF;MG;Brasil
SANTA RITA DE CALDAS;MG;5183;RFB;RFB;06ª RF;MG;Brasil
SANTA RITA DE IBITIPOCA;MG;5187;RFB;RFB;06ª RF;MG;Brasil
SANTA RITA DE JACUTINGA;MG;5185;RFB;RFB;06ª RF;MG;Brasil
SANTA RITA DE MINAS;MG;2669;RFB;RFB;06ª RF;MG;Brasil
SANTA RITA DO ITUETO;MG;5189;RFB;RFB;06ª RF;MG;Brasil
SANTA RITA DO SAPUCAI;MG;5191;RFB;RFB;06ª RF;MG;Brasil
SANTA ROSA DA SERRA;MG;5193;RFB;RFB;06ª RF;MG;Brasil
SANTA VITORIA;MG;5195;RFB;RFB;06ª RF;MG;Brasil
SANTANA DA VARGEM;MG;5165;RFB;RFB;06ª RF;MG;Brasil
SANTANA DE CATAGUASES;MG;5167;RFB;RFB;06ª RF;MG;Brasil
SANTANA DE PIRAPAMA;MG;5169;RFB;RFB;06ª RF;MG;Brasil
SANTANA DO DESERTO;MG;5171;RFB;RFB;06ª RF;MG;Brasil
SANTANA DO GARAMBEU;MG;5173;RFB;RFB;06ª RF;MG;Brasil
SANTANA DO JACARE;MG;5175;RFB;RFB;06ª RF;MG;Brasil
SANTANA DO MANHUACU;MG;5177;RFB;RFB;06ª RF;MG;Brasil
SANTANA DO PARAISO;MG;2673;RFB;RFB;06ª RF;MG;Brasil
SANTANA DO RIACHO;MG;5179;RFB;RFB;06ª RF;MG;Brasil
SANTANA DOS MONTES;MG;5181;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO AMPARO;MG;5197;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO AVENTUREIRO;MG;5199;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO GRAMA;MG;5201;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO ITAMBE;MG;5203;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO JACINTO;MG;5205;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO MONTE;MG;5207;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO RETIRO;MG;0708;RFB;RFB;06ª RF;MG;Brasil
SANTO ANTONIO DO RIO ABAIXO;MG;5209;RFB;RFB;06ª RF;MG;Brasil
SANTO HIPOLITO;MG;5211;RFB;RFB;06ª RF;MG;Brasil
SANTOS DUMONT;MG;5213;RFB;RFB;06ª RF;MG;Brasil
SAPUCAI-MIRIM;MG;5307;RFB;RFB;06ª RF;MG;Brasil
SARDOA;MG;5309;RFB;RFB;06ª RF;MG;Brasil
SARZEDO;MG;0730;RFB;RFB;06ª RF;MG;Brasil
SEM-PEIXE;MG;0734;RFB;RFB;06ª RF;MG;Brasil
SENADOR AMARAL;MG;2689;RFB;RFB;06ª RF;MG;Brasil
SENADOR CORTES;MG;5311;RFB;RFB;06ª RF;MG;Brasil
SENADOR FIRMINO;MG;5313;RFB;RFB;06ª RF;MG;Brasil
SENADOR JOSE BENTO;MG;5315;RFB;RFB;06ª RF;MG;Brasil
SENADOR MODESTINO GONCALVES;MG;5317;RFB;RFB;06ª RF;MG;Brasil
SENHORA DE OLIVEIRA;MG;5319;RFB;RFB;06ª RF;MG;Brasil
SENHORA DO PORTO;MG;5321;RFB;RFB;06ª RF;MG;Brasil
SENHORA DOS REMEDIOS;MG;5323;RFB;RFB;06ª RF;MG;Brasil
SERICITA;MG;5325;RFB;RFB;06ª RF;MG;Brasil
SERITINGA;MG;5327;RFB;RFB;06ª RF;MG;Brasil
SERRA AZUL DE MINAS;MG;5329;RFB;RFB;06ª RF;MG;Brasil
SERRA DA SAUDADE;MG;5331;RFB;RFB;06ª RF;MG;Brasil
SERRA DO SALITRE;MG;5335;RFB;RFB;06ª RF;MG;Brasil
SERRA DOS AIMORES;MG;5333;RFB;RFB;06ª RF;MG;Brasil
SERRANIA;MG;5337;RFB;RFB;06ª RF;MG;Brasil
SERRANOS;MG;5339;RFB;RFB;06ª RF;MG;Brasil
SERRANOPOLIS DE MINAS;MG;0736;RFB;RFB;06ª RF;MG;Brasil
SERRO;MG;5341;RFB;RFB;06ª RF;MG;Brasil
SETE LAGOAS;MG;5343;RFB;RFB;06ª RF;MG;Brasil
SETUBINHA;MG;0732;RFB;RFB;06ª RF;MG;Brasil
SILVEIRANIA;MG;5345;RFB;RFB;06ª RF;MG;Brasil
SILVIANOPOLIS;MG;5347;RFB;RFB;06ª RF;MG;Brasil
SIMONESIA;MG;5351;RFB;RFB;06ª RF;MG;Brasil
SIMAO PEREIRA;MG;5349;RFB;RFB;06ª RF;MG;Brasil
SOBRALIA;MG;5353;RFB;RFB;06ª RF;MG;Brasil
SOLEDADE DE MINAS;MG;5355;RFB;RFB;06ª RF;MG;Brasil
SAO BENTO ABADE;MG;5215;RFB;RFB;06ª RF;MG;Brasil
