Município;Total;UF;Data
JACARACI;1;BA;04/05/2020
JACOBINA;25;BA;04/05/2020
JAGUAQUARA;6;BA;04/05/2020
JAGUARARI;3;BA;04/05/2020
JANDAIRA;3;BA;04/05/2020
JEQUIE;66;BA;04/05/2020
JEREMOABO;11;BA;04/05/2020
JIQUIRICA;5;BA;04/05/2020
JITAUNA;1;BA;04/05/2020
JOAO DOURADO;1;BA;04/05/2020
JUAZEIRO;61;BA;04/05/2020
JUCURUCU;1;BA;04/05/2020
JUSSARA;2;BA;04/05/2020
JUSSARI;2;BA;04/05/2020
JUSSIAPE;5;BA;04/05/2020
LAJE;5;BA;04/05/2020
LAJEDAO;2;BA;04/05/2020
LAMARAO;2;BA;04/05/2020
LAURO DE FREITAS;141;BA;04/05/2020
LENCOIS;4;BA;04/05/2020
LICINIO DE ALMEIDA;2;BA;04/05/2020
LIVRAMENTO DE NOSSA SENHORA;24;BA;04/05/2020
LUIS EDUARDO MAGALHAES;82;BA;04/05/2020
MACAJUBA;1;BA;04/05/2020
MACAUBAS;6;BA;04/05/2020
MACURURE;2;BA;04/05/2020
MADRE DE DEUS;13;BA;04/05/2020
MAETINGA;2;BA;04/05/2020
MAIQUINIQUE;4;BA;04/05/2020
MAIRI;3;BA;04/05/2020
MALHADA;1;BA;04/05/2020
MALHADA DE PEDRAS;1;BA;04/05/2020
MANOEL VITORINO;2;BA;04/05/2020
MARACAS;5;BA;04/05/2020
MARAGOGIPE;5;BA;04/05/2020
MARAU;4;BA;04/05/2020
MARCIONILIO SOUZA;1;BA;04/05/2020
MASCOTE;1;BA;04/05/2020
MATA DE SAO JOAO;19;BA;04/05/2020
MATINA;3;BA;04/05/2020
MEDEIROS NETO;6;BA;04/05/2020
MIGUEL CALMON;4;BA;04/05/2020
MILAGRES;3;BA;04/05/2020
MIRANGABA;1;BA;04/05/2020
MIRANTE;1;BA;04/05/2020
MONTE SANTO;11;BA;04/05/2020
MORRO DO CHAPEU;2;BA;04/05/2020
MORTUGABA;1;BA;04/05/2020
MUCUGE;1;BA;04/05/2020
MUCURI;13;BA;04/05/2020
MUNDO NOVO;1;BA;04/05/2020
MUQUEM DO SAO FRANCISCO;2;BA;04/05/2020
MURITIBA;7;BA;04/05/2020
MUTUIPE;2;BA;04/05/2020
NAZARE;8;BA;04/05/2020
NILO PECANHA;2;BA;04/05/2020
NOVA REDENCAO;1;BA;04/05/2020
NOVA SOURE;5;BA;04/05/2020
NOVA VICOSA;19;BA;04/05/2020
NOVO TRIUNFO;1;BA;04/05/2020
OLINDINA;1;BA;04/05/2020
OLIVEIRA DOS BREJINHOS;5;BA;04/05/2020
OURICANGAS;1;BA;04/05/2020
OUROLANDIA;2;BA;04/05/2020
PALMAS DE MONTE ALTO;4;BA;04/05/2020
PALMEIRAS;4;BA;04/05/2020
PARAMIRIM;4;BA;04/05/2020
PARATINGA;4;BA;04/05/2020
PARIPIRANGA;4;BA;04/05/2020
PAU BRASIL;2;BA;04/05/2020
PAULO AFONSO;55;BA;04/05/2020
PE DE SERRA;1;BA;04/05/2020
PILAO ARCADO;10;BA;04/05/2020
PINDAI;3;BA;04/05/2020
PINDOBACU;2;BA;04/05/2020
PINTADAS;3;BA;04/05/2020
PIRITIBA;2;BA;04/05/2020
PLANALTO;4;BA;04/05/2020
POCOES;12;BA;04/05/2020
POJUCA;16;BA;04/05/2020
PONTO NOVO;6;BA;04/05/2020
PORTO SEGURO;44;BA;04/05/2020
POTIRAGUA;1;BA;04/05/2020
PRADO;8;BA;04/05/2020
PRESIDENTE DUTRA;2;BA;04/05/2020
PRESIDENTE TANCREDO NEVES;3;BA;04/05/2020
QUEIMADAS;3;BA;04/05/2020
QUIJINGUE;7;BA;04/05/2020
REMANSO;6;BA;04/05/2020
RETIROLANDIA;3;BA;04/05/2020
RIACHAO DAS NEVES;2;BA;04/05/2020
RIACHAO DO JACUIPE;10;BA;04/05/2020
RIACHO DE SANTANA;7;BA;04/05/2020
RIBEIRA DO AMPARO;2;BA;04/05/2020
RIBEIRA DO POMBAL;12;BA;04/05/2020
RIO DE CONTAS;8;BA;04/05/2020
RIO DO ANTONIO;3;BA;04/05/2020
RIO DO PIRES;1;BA;04/05/2020
RIO REAL;8;BA;04/05/2020
RODELAS;1;BA;04/05/2020
RUY BARBOSA;6;BA;04/05/2020
SALINAS DA MARGARIDA;1;BA;04/05/2020
SALVADOR;1735;BA;04/05/2020
SANTA CRUZ CABRALIA;3;BA;04/05/2020
SANTA CRUZ DA VITORIA;2;BA;04/05/2020
SANTA INES;4;BA;04/05/2020
SANTA LUZIA;3;BA;04/05/2020
SANTA MARIA DA VITORIA;14;BA;04/05/2020
SANTA RITA DE CASSIA;5;BA;04/05/2020
SANTALUZ;6;BA;04/05/2020
SANTANA;3;BA;04/05/2020
SANTANOPOLIS;1;BA;04/05/2020
SANTO AMARO;17;BA;04/05/2020
SANTO ANTONIO DE JESUS;25;BA;04/05/2020
SANTO ESTEVAO;12;BA;04/05/2020
SAO DESIDERIO;7;BA;04/05/2020
SAO DOMINGOS;1;BA;04/05/2020
SAO FELIPE;2;BA;04/05/2020
SAO FELIX;3;BA;04/05/2020
SAO FELIX DO CORIBE;2;BA;04/05/2020
SAO FRANCISCO DO CONDE;8;BA;04/05/2020
SAO GABRIEL;3;BA;04/05/2020
SAO GONCALO DOS CAMPOS;9;BA;04/05/2020
SAO JOSE DO JACUIPE;3;BA;04/05/2020
SAO MIGUEL DAS MATAS;2;BA;04/05/2020
SAO SEBASTIAO DO PASSE;12;BA;04/05/2020
SAPEACU;5;BA;04/05/2020
SAUDE;1;BA;04/05/2020
SEABRA;24;BA;04/05/2020
SEBASTIAO LARANJEIRAS;1;BA;04/05/2020
SENHOR DO BONFIM;34;BA;04/05/2020
SENTO SE;11;BA;04/05/2020
SERRA DO RAMALHO;3;BA;04/05/2020
SERRA DOURADA;1;BA;04/05/2020
SERRA PRETA;4;BA;04/05/2020
SERRINHA;36;BA;04/05/2020
SIMOES FILHO;36;BA;04/05/2020
SITIO DO MATO;1;BA;04/05/2020
SOBRADINHO;6;BA;04/05/2020
SOUTO SOARES;4;BA;04/05/2020
TABOCAS DO BREJO VELHO;4;BA;04/05/2020
TANHACU;12;BA;04/05/2020
TANQUE NOVO;2;BA;04/05/2020
TAPEROA;4;BA;04/05/2020
TAPIRAMUTA;4;BA;04/05/2020
TEIXEIRA DE FREITAS;70;BA;04/05/2020
TEOFILANDIA;4;BA;04/05/2020
TERRA NOVA;1;BA;04/05/2020
TREMEDAL;1;BA;04/05/2020
TUCANO;11;BA;04/05/2020
UAUA;3;BA;04/05/2020
UBAIRA;3;BA;04/05/2020
UBAITABA;2;BA;04/05/2020
UBATA;4;BA;04/05/2020
UIBAI;2;BA;04/05/2020
UMBURANAS;1;BA;04/05/2020
UNA;7;BA;04/05/2020
URANDI;2;BA;04/05/2020
URUCUCA;1;BA;04/05/2020
UTINGA;1;BA;04/05/2020
VALENCA;27;BA;04/05/2020
VALENTE;4;BA;04/05/2020
VARZEA DA ROCA;3;BA;04/05/2020
VARZEA DO POCO;2;BA;04/05/2020
VARZEDO;3;BA;04/05/2020
VERA CRUZ;16;BA;04/05/2020
VITORIA DA CONQUISTA;168;BA;04/05/2020
WAGNER;4;BA;04/05/2020
WENCESLAU GUIMARAES;1;BA;04/05/2020
XIQUE-XIQUE;12;BA;04/05/2020
AMPARO DE SAO FRANCISCO;1;SE;04/05/2020
AQUIDABA;1;SE;04/05/2020
ARACAJU;426;SE;04/05/2020
ARAUA;2;SE;04/05/2020
AREIA BRANCA;2;SE;04/05/2020
BARRA DOS COQUEIROS;15;SE;04/05/2020
BOQUIM;12;SE;04/05/2020
BREJO GRANDE;1;SE;04/05/2020
CAMPO DO BRITO;10;SE;04/05/2020
CANHOBA;1;SE;04/05/2020
CANINDE DE SAO FRANCISCO;2;SE;04/05/2020
CAPELA;5;SE;04/05/2020
CARIRA;2;SE;04/05/2020
CARMOPOLIS;4;SE;04/05/2020
CEDRO DE SAO JOAO;3;SE;04/05/2020
CRISTINAPOLIS;3;SE;04/05/2020
CUMBE;1;SE;04/05/2020
DIVINA PASTORA;1;SE;04/05/2020
ESTANCIA;12;SE;04/05/2020
FEIRA NOVA;1;SE;04/05/2020
FREI PAULO;3;SE;04/05/2020
GARARU;4;SE;04/05/2020
GENERAL MAYNARD;1;SE;04/05/2020
INDIAROBA;1;SE;04/05/2020
ITABAIANA;33;SE;04/05/2020
ITABAIANINHA;7;SE;04/05/2020
ITABI;1;SE;04/05/2020
ITAPORANGA D'AJUDA;1;SE;04/05/2020
JAPARATUBA;1;SE;04/05/2020
LAGARTO;41;SE;04/05/2020
LARANJEIRAS;4;SE;04/05/2020
MACAMBIRA;1;SE;04/05/2020
MALHADA DOS BOIS;2;SE;04/05/2020
MALHADOR;3;SE;04/05/2020
MARUIM;2;SE;04/05/2020
MOITA BONITA;1;SE;04/05/2020
MONTE ALEGRE DE SERGIPE;1;SE;04/05/2020
MURIBECA;6;SE;04/05/2020
NEOPOLIS;2;SE;04/05/2020
NOSSA SENHORA APARECIDA;1;SE;04/05/2020
NOSSA SENHORA DA GLORIA;8;SE;04/05/2020
NOSSA SENHORA DAS DORES;1;SE;04/05/2020
NOSSA SENHORA DE LOURDES;4;SE;04/05/2020
NOSSA SENHORA DO SOCORRO;35;SE;04/05/2020
PACATUBA;3;SE;04/05/2020
PEDRINHAS;2;SE;04/05/2020
PIRAMBU;5;SE;04/05/2020
POCO REDONDO;4;SE;04/05/2020
POCO VERDE;16;SE;04/05/2020
PORTO DA FOLHA;5;SE;04/05/2020
PROPRIA;7;SE;04/05/2020
RIACHAO DO DANTAS;1;SE;04/05/2020
RIBEIROPOLIS;5;SE;04/05/2020
ROSARIO DO CATETE;2;SE;04/05/2020
SALGADO;3;SE;04/05/2020
SANTA LUZIA DO ITANHY;1;SE;04/05/2020
SANTA ROSA DE LIMA;1;SE;04/05/2020
SANTO AMARO DAS BROTAS;1;SE;04/05/2020
SAO CRISTOVAO;33;SE;04/05/2020
SAO DOMINGOS;3;SE;04/05/2020
SAO FRANCISCO;1;SE;04/05/2020
SIMAO DIAS;8;SE;04/05/2020
SIRIRI;2;SE;04/05/2020
TELHA;2;SE;04/05/2020
TOBIAS BARRETO;11;SE;04/05/2020
TOMAR DO GERU;1;SE;04/05/2020
UMBAUBA;9;SE;04/05/2020
ABAIRA;1;BA;05/05/2020
ACAJUTIBA;3;BA;05/05/2020
ADUSTINA;1;BA;05/05/2020
AGUA FRIA;9;BA;05/05/2020
ALAGOINHAS;74;BA;05/05/2020
ALCOBACA;9;BA;05/05/2020
ALMADINA;1;BA;05/05/2020
AMARGOSA;13;BA;05/05/2020
AMELIA RODRIGUES;4;BA;05/05/2020
AMERICA DOURADA;2;BA;05/05/2020
ANAGE;2;BA;05/05/2020
ANDARAI;1;BA;05/05/2020
ANDORINHA;6;BA;05/05/2020
ANGICAL;1;BA;05/05/2020
ANTAS;3;BA;05/05/2020
ANTONIO GONCALVES;1;BA;05/05/2020
APORA;1;BA;05/05/2020
ARACAS;2;BA;05/05/2020
ARACATU;1;BA;05/05/2020
ARACI;15;BA;05/05/2020
ARAMARI;5;BA;05/05/2020
ARATACA;1;BA;05/05/2020
ARATUIPE;1;BA;05/05/2020
AURELINO LEAL;1;BA;05/05/2020
BAIXA GRANDE;1;BA;05/05/2020
BANZAE;3;BA;05/05/2020
BARRA;4;BA;05/05/2020
BARRA DA ESTIVA;8;BA;05/05/2020
BARRA DO CHOCA;4;BA;05/05/2020
BARRA DO ROCHA;2;BA;05/05/2020
BARREIRAS;82;BA;05/05/2020
BELMONTE;6;BA;05/05/2020
BELO CAMPO;1;BA;05/05/2020
BIRITINGA;1;BA;05/05/2020
BOA NOVA;2;BA;05/05/2020
BOM JESUS DA LAPA;24;BA;05/05/2020
BOM JESUS DA SERRA;1;BA;05/05/2020
BONINAL;1;BA;05/05/2020
BONITO;2;BA;05/05/2020
BOQUIRA;7;BA;05/05/2020
BOTUPORA;1;BA;05/05/2020
BREJOES;1;BA;05/05/2020
BREJOLANDIA;3;BA;05/05/2020
BROTAS DE MACAUBAS;2;BA;05/05/2020
BRUMADO;75;BA;05/05/2020
BUERAREMA;4;BA;05/05/2020
BURITIRAMA;2;BA;05/05/2020
CAATIBA;1;BA;05/05/2020
CABACEIRAS DO PARAGUACU;3;BA;05/05/2020
CACHOEIRA;7;BA;05/05/2020
CACULE;1;BA;05/05/2020
CAEM;1;BA;05/05/2020
CAETANOS;3;BA;05/05/2020
CAETITE;22;BA;05/05/2020
CAIRU;3;BA;05/05/2020
CALDEIRAO GRANDE;2;BA;05/05/2020
CAMACAN;2;BA;05/05/2020
CAMACARI;125;BA;05/05/2020
CAMAMU;16;BA;05/05/2020
CAMPO ALEGRE DE LOURDES;4;BA;05/05/2020
CAMPO FORMOSO;10;BA;05/05/2020
CANARANA;1;BA;05/05/2020
CANAVIEIRAS;5;BA;05/05/2020
CANDEAL;1;BA;05/05/2020
CANDEIAS;46;BA;05/05/2020
CANDIBA;2;BA;05/05/2020
CANDIDO SALES;8;BA;05/05/2020
CANSANCAO;3;BA;05/05/2020
CANUDOS;3;BA;05/05/2020
CAPELA DO ALTO ALEGRE;2;BA;05/05/2020
CAPIM GROSSO;7;BA;05/05/2020
CARAIBAS;3;BA;05/05/2020
CARAVELAS;3;BA;05/05/2020
CARDEAL DA SILVA;2;BA;05/05/2020
CARINHANHA;11;BA;05/05/2020
CASA NOVA;8;BA;05/05/2020
CASTRO ALVES;6;BA;05/05/2020
CATOLANDIA;2;BA;05/05/2020
CATU;34;BA;05/05/2020
CICERO DANTAS;6;BA;05/05/2020
CIPO;7;BA;05/05/2020
COARACI;4;BA;05/05/2020
COCOS;6;BA;05/05/2020
CONCEICAO DA FEIRA;3;BA;05/05/2020
CONCEICAO DO ALMEIDA;2;BA;05/05/2020
CONCEICAO DO COITE;16;BA;05/05/2020
CONCEICAO DO JACUIPE;7;BA;05/05/2020
CONDE;4;BA;05/05/2020
CONDEUBA;4;BA;05/05/2020
CONTENDAS DO SINCORA;4;BA;05/05/2020
CORACAO DE MARIA;4;BA;05/05/2020
CORIBE;2;BA;05/05/2020
CORONEL JOAO SA;1;BA;05/05/2020
CORRENTINA;12;BA;05/05/2020
COTEGIPE;3;BA;05/05/2020
CRAVOLANDIA;2;BA;05/05/2020
CRISOPOLIS;1;BA;05/05/2020
CRISTOPOLIS;1;BA;05/05/2020
CRUZ DAS ALMAS;27;BA;05/05/2020
CURACA;6;BA;05/05/2020
DARIO MEIRA;1;BA;05/05/2020
DIAS D'AVILA;24;BA;05/05/2020
DOM BASILIO;5;BA;05/05/2020
ENCRUZILHADA;1;BA;05/05/2020
ENTRE RIOS;15;BA;05/05/2020
ERICO CARDOSO;1;BA;05/05/2020
ESPLANADA;9;BA;05/05/2020
EUCLIDES DA CUNHA;6;BA;05/05/2020
EUNAPOLIS;51;BA;05/05/2020
FATIMA;3;BA;05/05/2020
FEIRA DE SANTANA;325;BA;05/05/2020
FILADELFIA;3;BA;05/05/2020
FIRMINO ALVES;1;BA;05/05/2020
FLORESTA AZUL;1;BA;05/05/2020
FORMOSA DO RIO PRETO;10;BA;05/05/2020
GANDU;14;BA;05/05/2020
GAVIAO;1;BA;05/05/2020
GENTIO DO OURO;2;BA;05/05/2020
GLORIA;1;BA;05/05/2020
GONGOGI;3;BA;05/05/2020
GOVERNADOR MANGABEIRA;4;BA;05/05/2020
GUANAMBI;37;BA;05/05/2020
GUARATINGA;4;BA;05/05/2020
HELIOPOLIS;7;BA;05/05/2020
IACU;6;BA;05/05/2020
IBIASSUCE;2;BA;05/05/2020
IBICARAI;5;BA;05/05/2020
IBICOARA;4;BA;05/05/2020
IBICUI;10;BA;05/05/2020
IBIPEBA;1;BA;05/05/2020
IBIPITANGA;5;BA;05/05/2020
IBIQUERA;1;BA;05/05/2020
IBIRAPITANGA;4;BA;05/05/2020
IBIRATAIA;5;BA;05/05/2020
IBITIARA;2;BA;05/05/2020
IBITITA;2;BA;05/05/2020
IBOTIRAMA;9;BA;05/05/2020
IGAPORA;5;BA;05/05/2020
IGRAPIUNA;1;BA;05/05/2020
IGUAI;5;BA;05/05/2020
ILHEUS;88;BA;05/05/2020
INHAMBUPE;3;BA;05/05/2020
IPIAU;14;BA;05/05/2020
IPIRA;7;BA;05/05/2020
IPUPIARA;1;BA;05/05/2020
IRAJUBA;2;BA;05/05/2020
IRAMAIA;5;BA;05/05/2020
IRAQUARA;7;BA;05/05/2020
IRARA;5;BA;05/05/2020
IRECE;26;BA;05/05/2020
ITABELA;4;BA;05/05/2020
ITABERABA;22;BA;05/05/2020
ITABUNA;90;BA;05/05/2020
ITACARE;2;BA;05/05/2020
ITAETE;1;BA;05/05/2020
ITAGIBA;4;BA;05/05/2020
ITAJUIPE;6;BA;05/05/2020
ITAMARAJU;23;BA;05/05/2020
ITAMARI;2;BA;05/05/2020
ITAMBE;9;BA;05/05/2020
ITANAGRA;1;BA;05/05/2020
ITANHEM;2;BA;05/05/2020
ITAPARICA;6;BA;05/05/2020
ITAPE;1;BA;05/05/2020
ITAPEBI;8;BA;05/05/2020
ITAPETINGA;27;BA;05/05/2020
ITAPITANGA;2;BA;05/05/2020
ITAQUARA;3;BA;05/05/2020
ITARANTIM;1;BA;05/05/2020
ITIRUCU;1;BA;05/05/2020
ITIUBA;4;BA;05/05/2020
ITORORO;6;BA;05/05/2020
ITUACU;1;BA;05/05/2020
ITUBERA;3;BA;05/05/2020
JABORANDI;2;BA;05/05/2020
JACARACI;1;BA;05/05/2020
JACOBINA;25;BA;05/05/2020
JAGUAQUARA;7;BA;05/05/2020
JAGUARARI;19;BA;05/05/2020
JAGUARIPE;2;BA;05/05/2020
JANDAIRA;5;BA;05/05/2020
JEQUIE;85;BA;05/05/2020
JEREMOABO;3;BA;05/05/2020
JIQUIRICA;1;BA;05/05/2020
JITAUNA;3;BA;05/05/2020
JOAO DOURADO;2;BA;05/05/2020
JUAZEIRO;66;BA;05/05/2020
LAFAIETE COUTINHO;1;BA;05/05/2020
LAGEDO DO TABOCAL;3;BA;05/05/2020
LAGOA REAL;1;BA;05/05/2020
LAJE;7;BA;05/05/2020
LAJEDAO;1;BA;05/05/2020
LAPAO;3;BA;05/05/2020
LAURO DE FREITAS;115;BA;05/05/2020
LENCOIS;3;BA;05/05/2020
LICINIO DE ALMEIDA;3;BA;05/05/2020
LIVRAMENTO DE NOSSA SENHORA;11;BA;05/05/2020
LUIS EDUARDO MAGALHAES;87;BA;05/05/2020
MACAJUBA;2;BA;05/05/2020
MACARANI;17;BA;05/05/2020
MACAUBAS;15;BA;05/05/2020
MADRE DE DEUS;9;BA;05/05/2020
MAIRI;6;BA;05/05/2020
MALHADA;4;BA;05/05/2020
MALHADA DE PEDRAS;4;BA;05/05/2020
MANOEL VITORINO;1;BA;05/05/2020
MANSIDAO;2;BA;05/05/2020
MARACAS;6;BA;05/05/2020
MARAGOGIPE;3;BA;05/05/2020
MARCIONILIO SOUZA;1;BA;05/05/2020
MATA DE SAO JOAO;24;BA;05/05/2020
MATINA;3;BA;05/05/2020
MEDEIROS NETO;10;BA;05/05/2020
MIGUEL CALMON;5;BA;05/05/2020
MILAGRES;1;BA;05/05/2020
MIRANTE;2;BA;05/05/2020
MONTE SANTO;3;BA;05/05/2020
MORPARA;3;BA;05/05/2020
MORRO DO CHAPEU;10;BA;05/05/2020
MUCUGE;6;BA;05/05/2020
MUCURI;13;BA;05/05/2020
MULUNGU DO MORRO;1;BA;05/05/2020
MUNIZ FERREIRA;1;BA;05/05/2020
MUQUEM DO SAO FRANCISCO;1;BA;05/05/2020
MURITIBA;8;BA;05/05/2020
MUTUIPE;6;BA;05/05/2020
NAZARE;8;BA;05/05/2020
NILO PECANHA;1;BA;05/05/2020
NORDESTINA;1;BA;05/05/2020
NOVA CANAA;2;BA;05/05/2020
NOVA FATIMA;7;BA;05/05/2020
NOVA IBIA;1;BA;05/05/2020
NOVA ITARANA;1;BA;05/05/2020
NOVA SOURE;3;BA;05/05/2020
NOVA VICOSA;19;BA;05/05/2020
NOVO HORIZONTE;1;BA;05/05/2020
NOVO TRIUNFO;2;BA;05/05/2020
OLINDINA;1;BA;05/05/2020
OLIVEIRA DOS BREJINHOS;5;BA;05/05/2020
OURICANGAS;2;BA;05/05/2020
OUROLANDIA;1;BA;05/05/2020
PALMAS DE MONTE ALTO;2;BA;05/05/2020
PALMEIRAS;4;BA;05/05/2020
PARAMIRIM;4;BA;05/05/2020
PARATINGA;7;BA;05/05/2020
PARIPIRANGA;2;BA;05/05/2020
PAU BRASIL;4;BA;05/05/2020
PAULO AFONSO;53;BA;05/05/2020
PE DE SERRA;2;BA;05/05/2020
PEDRAO;1;BA;05/05/2020
PIATA;2;BA;05/05/2020
PILAO ARCADO;5;BA;05/05/2020
PINDAI;1;BA;05/05/2020
PINTADAS;5;BA;05/05/2020
PIRIPA;1;BA;05/05/2020
PIRITIBA;3;BA;05/05/2020
PLANALTO;1;BA;05/05/2020
POCOES;18;BA;05/05/2020
POJUCA;16;BA;05/05/2020
PONTO NOVO;3;BA;05/05/2020
PORTO SEGURO;55;BA;05/05/2020
PRADO;14;BA;05/05/2020
PRESIDENTE DUTRA;2;BA;05/05/2020
PRESIDENTE TANCREDO NEVES;6;BA;05/05/2020
QUEIMADAS;9;BA;05/05/2020
QUIJINGUE;1;BA;05/05/2020
QUIXABEIRA;1;BA;05/05/2020
REMANSO;10;BA;05/05/2020
RETIROLANDIA;2;BA;05/05/2020
RIACHAO DAS NEVES;3;BA;05/05/2020
RIACHAO DO JACUIPE;6;BA;05/05/2020
RIACHO DE SANTANA;6;BA;05/05/2020
RIBEIRA DO AMPARO;2;BA;05/05/2020
RIBEIRA DO POMBAL;10;BA;05/05/2020
RIO DE CONTAS;2;BA;05/05/2020
RIO DO ANTONIO;3;BA;05/05/2020
RIO REAL;7;BA;05/05/2020
RODELAS;2;BA;05/05/2020
RUY BARBOSA;8;BA;05/05/2020
SALINAS DA MARGARIDA;5;BA;05/05/2020
SALVADOR;1652;BA;05/05/2020
SANTA BARBARA;4;BA;05/05/2020
SANTA BRIGIDA;2;BA;05/05/2020
SANTA CRUZ CABRALIA;5;BA;05/05/2020
SANTA INES;1;BA;05/05/2020
SANTA LUZIA;1;BA;05/05/2020
SANTA MARIA DA VITORIA;12;BA;05/05/2020
SANTA RITA DE CASSIA;2;BA;05/05/2020
SANTA TERESINHA;1;BA;05/05/2020
SANTALUZ;2;BA;05/05/2020
SANTANA;5;BA;05/05/2020
SANTANOPOLIS;1;BA;05/05/2020
SANTO AMARO;15;BA;05/05/2020
SANTO ANTONIO DE JESUS;38;BA;05/05/2020
SANTO ESTEVAO;9;BA;05/05/2020
SAO DESIDERIO;8;BA;05/05/2020
SAO DOMINGOS;4;BA;05/05/2020
SAO FELIPE;6;BA;05/05/2020
SAO FELIX;2;BA;05/05/2020
SAO FELIX DO CORIBE;5;BA;05/05/2020
SAO FRANCISCO DO CONDE;18;BA;05/05/2020
SAO GABRIEL;3;BA;05/05/2020
SAO GONCALO DOS CAMPOS;7;BA;05/05/2020
SAO MIGUEL DAS MATAS;3;BA;05/05/2020
SAO SEBASTIAO DO PASSE;10;BA;05/05/2020
SAPEACU;6;BA;05/05/2020
SATIRO DIAS;2;BA;05/05/2020
SAUDE;1;BA;05/05/2020
SEABRA;31;BA;05/05/2020
SENHOR DO BONFIM;31;BA;05/05/2020
SENTO SE;3;BA;05/05/2020
SERRA DO RAMALHO;7;BA;05/05/2020
SERRA DOURADA;6;BA;05/05/2020
SERRA PRETA;5;BA;05/05/2020
SERRINHA;48;BA;05/05/2020
SERROLANDIA;3;BA;05/05/2020
SIMOES FILHO;36;BA;05/05/2020
SITIO DO MATO;2;BA;05/05/2020
SOBRADINHO;3;BA;05/05/2020
SOUTO SOARES;5;BA;05/05/2020
TANHACU;4;BA;05/05/2020
TANQUE NOVO;2;BA;05/05/2020
TAPEROA;4;BA;05/05/2020
TAPIRAMUTA;2;BA;05/05/2020
TEIXEIRA DE FREITAS;63;BA;05/05/2020
TEODORO SAMPAIO;1;BA;05/05/2020
TEOFILANDIA;7;BA;05/05/2020
TERRA NOVA;5;BA;05/05/2020
TREMEDAL;1;BA;05/05/2020
TUCANO;11;BA;05/05/2020
UAUA;2;BA;05/05/2020
UBAIRA;3;BA;05/05/2020
UBAITABA;5;BA;05/05/2020
UBATA;5;BA;05/05/2020
UIBAI;3;BA;05/05/2020
UMBURANAS;1;BA;05/05/2020
UNA;3;BA;05/05/2020
URANDI;1;BA;05/05/2020
URUCUCA;2;BA;05/05/2020
UTINGA;4;BA;05/05/2020
VALENCA;32;BA;05/05/2020
VALENTE;7;BA;05/05/2020
VARZEA DA ROCA;1;BA;05/05/2020
VARZEA DO POCO;1;BA;05/05/2020
VARZEA NOVA;1;BA;05/05/2020
VARZEDO;3;BA;05/05/2020
VERA CRUZ;11;BA;05/05/2020
VEREDA;2;BA;05/05/2020
VITORIA DA CONQUISTA;135;BA;05/05/2020
WAGNER;1;BA;05/05/2020
WANDERLEY;7;BA;05/05/2020
WENCESLAU GUIMARAES;3;BA;05/05/2020
XIQUE-XIQUE;9;BA;05/05/2020
AQUIDABA;3;SE;05/05/2020
ARACAJU;474;SE;05/05/2020
ARAUA;1;SE;05/05/2020
AREIA BRANCA;1;SE;05/05/2020
BARRA DOS COQUEIROS;7;SE;05/05/2020
BOQUIM;9;SE;05/05/2020
BREJO GRANDE;2;SE;05/05/2020
CAMPO DO BRITO;2;SE;05/05/2020
CANINDE DE SAO FRANCISCO;10;SE;05/05/2020
CAPELA;10;SE;05/05/2020
CARIRA;3;SE;05/05/2020
CARMOPOLIS;2;SE;05/05/2020
CEDRO DE SAO JOAO;2;SE;05/05/2020
CRISTINAPOLIS;6;SE;05/05/2020
DIVINA PASTORA;1;SE;05/05/2020
ESTANCIA;41;SE;05/05/2020
FREI PAULO;3;SE;05/05/2020
INDIAROBA;2;SE;05/05/2020
ITABAIANA;27;SE;05/05/2020
ITABAIANINHA;5;SE;05/05/2020
ITABI;1;SE;05/05/2020
JAPARATUBA;3;SE;05/05/2020
LAGARTO;23;SE;05/05/2020
LARANJEIRAS;13;SE;05/05/2020
MACAMBIRA;1;SE;05/05/2020
MALHADA DOS BOIS;1;SE;05/05/2020
MARUIM;3;SE;05/05/2020
MOITA BONITA;1;SE;05/05/2020
MONTE ALEGRE DE SERGIPE;7;SE;05/05/2020
NEOPOLIS;3;SE;05/05/2020
NOSSA SENHORA APARECIDA;2;SE;05/05/2020
NOSSA SENHORA DA GLORIA;9;SE;05/05/2020
NOSSA SENHORA DAS DORES;7;SE;05/05/2020
NOSSA SENHORA DE LOURDES;2;SE;05/05/2020
NOSSA SENHORA DO SOCORRO;27;SE;05/05/2020
PACATUBA;3;SE;05/05/2020
PEDRA MOLE;3;SE;05/05/2020
PEDRINHAS;2;SE;05/05/2020
PINHAO;2;SE;05/05/2020
PIRAMBU;2;SE;05/05/2020
POCO REDONDO;2;SE;05/05/2020
POCO VERDE;18;SE;05/05/2020
PORTO DA FOLHA;1;SE;05/05/2020
PROPRIA;8;SE;05/05/2020
RIACHAO DO DANTAS;2;SE;05/05/2020
RIACHUELO;2;SE;05/05/2020
ROSARIO DO CATETE;7;SE;05/05/2020
SALGADO;11;SE;05/05/2020
SANTA LUZIA DO ITANHY;2;SE;05/05/2020
SANTANA DO SAO FRANCISCO;1;SE;05/05/2020
SANTO AMARO DAS BROTAS;2;SE;05/05/2020
SAO CRISTOVAO;16;SE;05/05/2020
SAO DOMINGOS;4;SE;05/05/2020
SAO MIGUEL DO ALEIXO;2;SE;05/05/2020
SIMAO DIAS;14;SE;05/05/2020
